symbol,trade_date,lastest_price,ths_option_code_option,ths_underlying_code_option,ths_maturity_date_option,option_type,strike_price,underlying_price,trading_days_left,tenor_bucket,T,call_price,put_price,F,log_moneyness,moneyness_bucket,standardised_residual,daily_mispricing_signal
HO2304-P-2950.CFE,2023-04-06,280.8,HO2304-P-2950,000016.SH,20230421,P,2950.0,2665.4594,11,ST,0.0454545454545454,0.5,280.8,2669.2333333333345,0.1000138802461192,CW,-2.959222314460201,-2.965421209804468
HO2305-C-2950.CFE,2023-04-06,4.9,HO2305-C-2950,000016.SH,20230519,C,2950.0,2665.4594,28,ST,0.1157024793388429,4.9,278.0,2675.685650125166,0.0975995050437543,CW,-0.2643555056449432,-0.2952432857682996
HO2305-P-2950.CFE,2023-04-06,278.0,HO2305-P-2950,000016.SH,20230519,P,2950.0,2665.4594,28,ST,0.1157024793388429,4.9,278.0,2675.685650125166,0.0975995050437543,CW,-0.2643555056449432,-0.2952432857682996
HO2306-C-2950.CFE,2023-04-06,12.8,HO2306-C-2950,000016.SH,20230616,C,2950.0,2665.4594,48,MT,0.1983471074380165,12.8,291.2,2670.0964617258264,0.0996905706049694,CW,0.0454053521458743,-0.136992885397837
HO2306-P-2950.CFE,2023-04-06,291.2,HO2306-P-2950,000016.SH,20230616,P,2950.0,2665.4594,48,MT,0.1983471074380165,12.8,291.2,2670.0964617258264,0.0996905706049694,CW,0.0454053521458743,-0.136992885397837
HO2304-C-3000.CFE,2023-04-06,0.5,HO2304-C-3000,000016.SH,20230421,C,3000.0,2665.4594,11,ST,0.0454545454545454,0.5,330.8,2669.2333333333345,0.1168209985625003,CW,-1.1279491486985618,-1.5632134385892016
HO2304-P-3000.CFE,2023-04-06,330.8,HO2304-P-3000,000016.SH,20230421,P,3000.0,2665.4594,11,ST,0.0454545454545454,0.5,330.8,2669.2333333333345,0.1168209985625003,CW,-1.1279491486985618,-1.5632134385892016
HO2305-C-3000.CFE,2023-04-06,3.2,HO2305-C-3000,000016.SH,20230519,C,3000.0,2665.4594,28,ST,0.1157024793388429,3.2,326.4,2675.685650125166,0.1144066233601356,CW,-0.0293380258856402,-0.0111245944553309
HO2305-P-3000.CFE,2023-04-06,326.4,HO2305-P-3000,000016.SH,20230519,P,3000.0,2665.4594,28,ST,0.1157024793388429,3.2,326.4,2675.685650125166,0.1144066233601356,CW,-0.0293380258856402,-0.0111245944553309
HO2306-C-3000.CFE,2023-04-06,9.1,HO2306-C-3000,000016.SH,20230616,C,3000.0,2665.4594,48,MT,0.1983471074380165,9.1,337.5,2670.096461725827,0.1164976889213504,CW,-0.0360482833036423,-0.0718594216490066
HO2306-P-3000.CFE,2023-04-06,337.5,HO2306-P-3000,000016.SH,20230616,P,3000.0,2665.4594,48,MT,0.1983471074380165,9.1,337.5,2670.096461725827,0.1164976889213504,CW,-0.0360482833036423,-0.0718594216490066
HO2304-C-3050.CFE,2023-04-06,0.3,HO2304-C-3050,000016.SH,20230421,C,3050.0,2665.4594,11,ST,0.0454545454545454,0.3,380.5,2669.2333333333345,0.1333503005137109,CW,-1.382969090708699,-0.8316575613260847
HO2304-P-3050.CFE,2023-04-06,380.5,HO2304-P-3050,000016.SH,20230421,P,3050.0,2665.4594,11,ST,0.0454545454545454,0.3,380.5,2669.2333333333345,0.1333503005137109,CW,-1.382969090708699,-0.8316575613260847
HO2305-C-3050.CFE,2023-04-06,2.1,HO2305-C-3050,000016.SH,20230519,C,3050.0,2665.4594,28,ST,0.1157024793388429,2.1,375.3,2675.685650125166,0.1309359253113462,CW,0.1774609259626982,0.1032766506724475
HO2305-P-3050.CFE,2023-04-06,375.3,HO2305-P-3050,000016.SH,20230519,P,3050.0,2665.4594,28,ST,0.1157024793388429,2.1,375.3,2675.685650125166,0.1309359253113462,CW,0.1774609259626982,0.1032766506724475
HO2304-C-3100.CFE,2023-04-06,0.3,HO2304-C-3100,000016.SH,20230421,C,3100.0,2665.4594,11,ST,0.0454545454545454,0.3,430.4,2669.2333333333345,0.1496108213854913,CW,0.3152130733328832,0.247518009423446
HO2304-P-3100.CFE,2023-04-06,430.4,HO2304-P-3100,000016.SH,20230421,P,3100.0,2665.4594,11,ST,0.0454545454545454,0.3,430.4,2669.2333333333345,0.1496108213854913,CW,0.3152130733328832,0.247518009423446
HO2305-C-3100.CFE,2023-04-06,1.5,HO2305-C-3100,000016.SH,20230519,C,3100.0,2665.4594,28,ST,0.1157024793388429,1.5,424.4,2675.685650125166,0.1471964461831263,CW,0.6990093547461688,0.8545205934670486
HO2305-P-3100.CFE,2023-04-06,424.4,HO2305-P-3100,000016.SH,20230519,P,3100.0,2665.4594,28,ST,0.1157024793388429,1.5,424.4,2675.685650125166,0.1471964461831263,CW,0.6990093547461688,0.8545205934670486
HO2306-C-3100.CFE,2023-04-06,4.8,HO2306-C-3100,000016.SH,20230616,C,3100.0,2665.4594,48,MT,0.1983471074380165,4.8,432.3,2670.096461725827,0.1492875117443412,CW,-0.0769153401279248,-0.1898553638505433
HO2306-P-3100.CFE,2023-04-06,432.3,HO2306-P-3100,000016.SH,20230616,P,3100.0,2665.4594,48,MT,0.1983471074380165,4.8,432.3,2670.096461725827,0.1492875117443412,CW,-0.0769153401279248,-0.1898553638505433
HO2304-C-3150.CFE,2023-04-06,0.3,HO2304-C-3150,000016.SH,20230421,C,3150.0,2665.4594,11,ST,0.0454545454545454,0.3,480.2000000000001,2669.2333333333345,0.1656111627319325,DCW,2.030701248872788,2.3093588500021007
HO2304-P-3150.CFE,2023-04-06,480.2000000000001,HO2304-P-3150,000016.SH,20230421,P,3150.0,2665.4594,11,ST,0.0454545454545454,0.3,480.2000000000001,2669.2333333333345,0.1656111627319325,DCW,2.030701248872788,2.3093588500021007
HO2306-C-3200.CFE,2023-04-06,3.0,HO2306-C-3200,000016.SH,20230616,C,3200.0,2665.4594,48,MT,0.1983471074380165,3.0,529.9000000000001,2670.096461725827,0.1810362100589216,DCW,0.5041659172101618,0.6535481685788664
HO2306-P-3200.CFE,2023-04-06,529.9000000000001,HO2306-P-3200,000016.SH,20230616,P,3200.0,2665.4594,48,MT,0.1983471074380165,3.0,529.9000000000001,2670.096461725827,0.1810362100589216,DCW,0.5041659172101618,0.6535481685788664
HO2306-C-2300.CFE,2023-04-07,392.3,HO2306-C-2300,000016.SH,20230616,C,2300.0,2684.0012,47,MT,0.1942148760330578,392.3,2.4000000000000004,2692.054080271613,-0.1573953778995334,DPW,0.7830773302935958,-0.0703891293132378
HO2306-P-2300.CFE,2023-04-07,2.4000000000000004,HO2306-P-2300,000016.SH,20230616,P,2300.0,2684.0012,47,MT,0.1942148760330578,392.3,2.4000000000000004,2692.054080271613,-0.1573953778995334,DPW,0.7830773302935958,-0.0703891293132378
HO2304-C-2350.CFE,2023-04-07,341.4,HO2304-C-2350,000016.SH,20230421,C,2350.0,2684.0012,10,ST,0.0413223140495867,341.4,0.3,2691.627632430787,-0.1357307502960906,PW,2.212493836709883,2.228392657614424
HO2304-P-2350.CFE,2023-04-07,0.3,HO2304-P-2350,000016.SH,20230421,P,2350.0,2684.0012,10,ST,0.0413223140495867,341.4,0.3,2691.627632430787,-0.1357307502960906,PW,2.212493836709883,2.228392657614424
HO2305-C-2350.CFE,2023-04-07,349.0,HO2305-C-2350,000016.SH,20230519,C,2350.0,2684.0012,27,ST,0.1115702479338843,349.0,1.1,2699.2600725606253,-0.1385623600966517,PW,-1.0477537481276589,-1.5554659247752178
HO2305-P-2350.CFE,2023-04-07,1.1,HO2305-P-2350,000016.SH,20230519,P,2350.0,2684.0012,27,ST,0.1115702479338843,349.0,1.1,2699.2600725606253,-0.1385623600966517,PW,-1.0477537481276589,-1.5554659247752178
HO2306-C-2350.CFE,2023-04-07,343.70000000000005,HO2306-C-2350,000016.SH,20230616,C,2350.0,2684.0012,47,MT,0.1942148760330578,343.70000000000005,3.8,2692.054080271613,-0.1358891726785699,PW,-0.055670782199622,-0.3060125555596771
HO2306-P-2350.CFE,2023-04-07,3.8,HO2306-P-2350,000016.SH,20230616,P,2350.0,2684.0012,47,MT,0.1942148760330578,343.70000000000005,3.8,2692.054080271613,-0.1358891726785699,PW,-0.055670782199622,-0.3060125555596771
HO2305-C-2375.CFE,2023-04-07,325.1,HO2305-C-2375,000016.SH,20230519,C,2375.0,2684.0012,27,ST,0.1115702479338843,325.1,1.4,2699.2600725606253,-0.1279802507661147,PW,0.9983464069355812,0.9177348475696312
HO2305-P-2375.CFE,2023-04-07,1.4,HO2305-P-2375,000016.SH,20230519,P,2375.0,2684.0012,27,ST,0.1115702479338843,325.1,1.4,2699.2600725606253,-0.1279802507661147,PW,0.9983464069355812,0.9177348475696312
HO2306-C-2375.CFE,2023-04-07,319.9,HO2306-C-2375,000016.SH,20230616,C,2375.0,2684.0012,47,MT,0.1942148760330578,319.9,4.9,2692.054080271613,-0.1253070633480329,PW,-0.1693512367242414,-0.2886168686038407
HO2306-P-2375.CFE,2023-04-07,4.9,HO2306-P-2375,000016.SH,20230616,P,2375.0,2684.0012,47,MT,0.1942148760330578,319.9,4.9,2692.054080271613,-0.1253070633480329,PW,-0.1693512367242414,-0.2886168686038407
HO2304-C-2400.CFE,2023-04-07,291.8,HO2304-C-2400,000016.SH,20230421,C,2400.0,2684.0012,10,ST,0.0413223140495867,291.8,0.3,2691.627632430787,-0.1146773410982582,PW,-4.096387173364408,-0.4542293864123185
HO2304-P-2400.CFE,2023-04-07,0.3,HO2304-P-2400,000016.SH,20230421,P,2400.0,2684.0012,10,ST,0.0413223140495867,291.8,0.3,2691.627632430787,-0.1146773410982582,PW,-4.096387173364408,-0.4542293864123185
HO2305-C-2400.CFE,2023-04-07,300.4,HO2305-C-2400,000016.SH,20230519,C,2400.0,2684.0012,27,ST,0.1115702479338843,300.4,2.0,2699.2600725606253,-0.1175089508988193,PW,0.2099630999722613,0.193721238859688
HO2305-P-2400.CFE,2023-04-07,2.0,HO2305-P-2400,000016.SH,20230519,P,2400.0,2684.0012,27,ST,0.1115702479338843,300.4,2.0,2699.2600725606253,-0.1175089508988193,PW,0.2099630999722613,0.193721238859688
HO2306-C-2400.CFE,2023-04-07,296.70000000000005,HO2306-C-2400,000016.SH,20230616,C,2400.0,2684.0012,47,MT,0.1942148760330578,296.70000000000005,6.3,2692.054080271613,-0.1148357634807375,PW,-0.0254567851404022,0.1050874888661135
HO2306-P-2400.CFE,2023-04-07,6.3,HO2306-P-2400,000016.SH,20230616,P,2400.0,2684.0012,47,MT,0.1942148760330578,296.70000000000005,6.3,2692.054080271613,-0.1148357634807375,PW,-0.0254567851404022,0.1050874888661135
HO2304-C-2425.CFE,2023-04-07,266.70000000000005,HO2304-C-2425,000016.SH,20230421,C,2425.0,2684.0012,10,ST,0.0413223140495867,266.70000000000005,0.3,2691.627632430787,-0.1043145540627116,PW,-1.4834922233087469,-1.3696153162645617
HO2304-P-2425.CFE,2023-04-07,0.3,HO2304-P-2425,000016.SH,20230421,P,2425.0,2684.0012,10,ST,0.0413223140495867,266.70000000000005,0.3,2691.627632430787,-0.1043145540627116,PW,-1.4834922233087469,-1.3696153162645617
HO2305-C-2425.CFE,2023-04-07,275.9,HO2305-C-2425,000016.SH,20230519,C,2425.0,2684.0012,27,ST,0.1115702479338843,275.9,2.6,2699.2600725606253,-0.1071461638632726,PW,-0.3208158613839946,-0.4476123465285366
HO2305-P-2425.CFE,2023-04-07,2.6,HO2305-P-2425,000016.SH,20230519,P,2425.0,2684.0012,27,ST,0.1115702479338843,275.9,2.6,2699.2600725606253,-0.1071461638632726,PW,-0.3208158613839946,-0.4476123465285366
HO2306-C-2425.CFE,2023-04-07,274.0,HO2306-C-2425,000016.SH,20230616,C,2425.0,2684.0012,47,MT,0.1942148760330578,274.0,8.2,2692.054080271613,-0.104472976445191,PW,0.149446873801155,-0.0126067860722563
HO2306-P-2425.CFE,2023-04-07,8.2,HO2306-P-2425,000016.SH,20230616,P,2425.0,2684.0012,47,MT,0.1942148760330578,274.0,8.2,2692.054080271613,-0.104472976445191,PW,0.149446873801155,-0.0126067860722563
HO2304-C-2450.CFE,2023-04-07,241.8,HO2304-C-2450,000016.SH,20230421,C,2450.0,2684.0012,10,ST,0.0413223140495867,241.8,0.3,2691.627632430787,-0.0940580538955225,PW,-5.528021177958167,-3.2946830336947035
HO2304-P-2450.CFE,2023-04-07,0.3,HO2304-P-2450,000016.SH,20230421,P,2450.0,2684.0012,10,ST,0.0413223140495867,241.8,0.3,2691.627632430787,-0.0940580538955225,PW,-5.528021177958167,-3.2946830336947035
HO2305-C-2450.CFE,2023-04-07,251.7,HO2305-C-2450,000016.SH,20230519,C,2450.0,2684.0012,27,ST,0.1115702479338843,251.7,3.6,2699.2600725606253,-0.0968896636960836,PW,-0.600609776366566,-0.330559816980867
HO2305-P-2450.CFE,2023-04-07,3.6,HO2305-P-2450,000016.SH,20230519,P,2450.0,2684.0012,27,ST,0.1115702479338843,251.7,3.6,2699.2600725606253,-0.0968896636960836,PW,-0.600609776366566,-0.330559816980867
HO2306-C-2450.CFE,2023-04-07,251.4,HO2306-C-2450,000016.SH,20230616,C,2450.0,2684.0012,47,MT,0.1942148760330578,251.4,10.7,2692.054080271613,-0.0942164762780018,PW,0.077048144982582,0.0077372337053158
HO2306-P-2450.CFE,2023-04-07,10.7,HO2306-P-2450,000016.SH,20230616,P,2450.0,2684.0012,47,MT,0.1942148760330578,251.4,10.7,2692.054080271613,-0.0942164762780018,PW,0.077048144982582,0.0077372337053158
HO2304-C-2475.CFE,2023-04-07,217.0,HO2304-C-2475,000016.SH,20230421,C,2475.0,2684.0012,10,ST,0.0413223140495867,217.0,0.5,2691.627632430787,-0.0839056824315046,PW,-3.800463047921199,-4.749443606046097
HO2304-P-2475.CFE,2023-04-07,0.5,HO2304-P-2475,000016.SH,20230421,P,2475.0,2684.0012,10,ST,0.0413223140495867,217.0,0.5,2691.627632430787,-0.0839056824315046,PW,-3.800463047921199,-4.749443606046097
HO2305-C-2475.CFE,2023-04-07,228.3,HO2305-C-2475,000016.SH,20230519,C,2475.0,2684.0012,27,ST,0.1115702479338843,228.3,4.9,2699.2600725606253,-0.0867372922320655,PW,-0.2793606974854929,-0.0758444288605402
HO2305-P-2475.CFE,2023-04-07,4.9,HO2305-P-2475,000016.SH,20230519,P,2475.0,2684.0012,27,ST,0.1115702479338843,228.3,4.9,2699.2600725606253,-0.0867372922320655,PW,-0.2793606974854929,-0.0758444288605402
HO2306-C-2475.CFE,2023-04-07,229.6,HO2306-C-2475,000016.SH,20230616,C,2475.0,2684.0012,47,MT,0.1942148760330578,229.6,13.6,2692.054080271613,-0.0840641048139838,PW,0.1376445570255109,0.0709738776418679
HO2306-P-2475.CFE,2023-04-07,13.6,HO2306-P-2475,000016.SH,20230616,P,2475.0,2684.0012,47,MT,0.1942148760330578,229.6,13.6,2692.054080271613,-0.0840641048139838,PW,0.1376445570255109,0.0709738776418679
HO2304-C-2500.CFE,2023-04-07,192.2,HO2304-C-2500,000016.SH,20230421,C,2500.0,2684.0012,10,ST,0.0413223140495867,192.2,0.7,2691.627632430787,-0.0738553465780032,PW,-3.5219040184373056,-3.6859349945894313
HO2304-P-2500.CFE,2023-04-07,0.7,HO2304-P-2500,000016.SH,20230421,P,2500.0,2684.0012,10,ST,0.0413223140495867,192.2,0.7,2691.627632430787,-0.0738553465780032,PW,-3.5219040184373056,-3.6859349945894313
HO2305-C-2500.CFE,2023-04-07,205.2,HO2305-C-2500,000016.SH,20230519,C,2500.0,2684.0012,27,ST,0.1115702479338843,205.2,6.6,2699.2600725606253,-0.0766869563785641,PW,-0.1888807986317283,-0.1479697613457451
HO2305-P-2500.CFE,2023-04-07,6.6,HO2305-P-2500,000016.SH,20230519,P,2500.0,2684.0012,27,ST,0.1115702479338843,205.2,6.6,2699.2600725606253,-0.0766869563785641,PW,-0.1888807986317283,-0.1479697613457451
HO2306-C-2500.CFE,2023-04-07,207.8,HO2306-C-2500,000016.SH,20230616,C,2500.0,2684.0012,47,MT,0.1942148760330578,207.8,17.1,2692.054080271613,-0.0740137689604823,PW,-0.089413381485765,0.1064173382212187
HO2306-P-2500.CFE,2023-04-07,17.1,HO2306-P-2500,000016.SH,20230616,P,2500.0,2684.0012,47,MT,0.1942148760330578,207.8,17.1,2692.054080271613,-0.0740137689604823,PW,-0.089413381485765,0.1064173382212187
HO2304-C-2550.CFE,2023-04-07,143.7,HO2304-C-2550,000016.SH,20230421,C,2550.0,2684.0012,10,ST,0.0413223140495867,143.7,2.1,2691.627632430788,-0.0540527192818238,PW,-1.6149310899604423,-1.9802392848676733
HO2304-P-2550.CFE,2023-04-07,2.1,HO2304-P-2550,000016.SH,20230421,P,2550.0,2684.0012,10,ST,0.0413223140495867,143.7,2.1,2691.627632430788,-0.0540527192818238,PW,-1.6149310899604423,-1.9802392848676733
HO2305-C-2550.CFE,2023-04-07,161.39999999999998,HO2305-C-2550,000016.SH,20230519,C,2550.0,2684.0012,27,ST,0.1115702479338843,161.39999999999998,12.6,2699.2600725606258,-0.0568843290823845,PW,0.2690389069562113,0.292829740154055
HO2305-P-2550.CFE,2023-04-07,12.6,HO2305-P-2550,000016.SH,20230519,P,2550.0,2684.0012,27,ST,0.1115702479338843,161.39999999999998,12.6,2699.2600725606258,-0.0568843290823845,PW,0.2690389069562113,0.292829740154055
HO2306-C-2550.CFE,2023-04-07,168.6,HO2306-C-2550,000016.SH,20230616,C,2550.0,2684.0012,47,MT,0.1942148760330578,168.6,27.6,2692.054080271613,-0.0542111416643027,PW,0.2436705778069279,0.3067111687273985
HO2306-P-2550.CFE,2023-04-07,27.6,HO2306-P-2550,000016.SH,20230616,P,2550.0,2684.0012,47,MT,0.1942148760330578,168.6,27.6,2692.054080271613,-0.0542111416643027,PW,0.2436705778069279,0.3067111687273985
HO2304-C-2600.CFE,2023-04-07,98.0,HO2304-C-2600,000016.SH,20230421,C,2600.0,2684.0012,10,ST,0.0413223140495867,98.0,6.300000000000001,2691.627632430788,-0.0346346334247222,ATM,0.3733035534876811,0.1902237668332677
HO2304-P-2600.CFE,2023-04-07,6.300000000000001,HO2304-P-2600,000016.SH,20230421,P,2600.0,2684.0012,10,ST,0.0413223140495867,98.0,6.300000000000001,2691.627632430788,-0.0346346334247222,ATM,0.3733035534876811,0.1902237668332677
HO2305-C-2600.CFE,2023-04-07,121.7,HO2305-C-2600,000016.SH,20230519,C,2600.0,2684.0012,27,ST,0.1115702479338843,121.7,22.6,2699.2600725606258,-0.0374662432252831,ATM,1.1141753971957418,0.7757425342584503
HO2305-P-2600.CFE,2023-04-07,22.6,HO2305-P-2600,000016.SH,20230519,P,2600.0,2684.0012,27,ST,0.1115702479338843,121.7,22.6,2699.2600725606258,-0.0374662432252831,ATM,1.1141753971957418,0.7757425342584503
HO2306-C-2600.CFE,2023-04-07,132.9,HO2306-C-2600,000016.SH,20230616,C,2600.0,2684.0012,47,MT,0.1942148760330578,132.9,42.0,2692.054080271613,-0.0347930558072012,ATM,0.316062785578926,0.3546321822438998
HO2306-P-2600.CFE,2023-04-07,42.0,HO2306-P-2600,000016.SH,20230616,P,2600.0,2684.0012,47,MT,0.1942148760330578,132.9,42.0,2692.054080271613,-0.0347930558072012,ATM,0.316062785578926,0.3546321822438998
HO2304-C-2650.CFE,2023-04-07,58.7,HO2304-C-2650,000016.SH,20230421,C,2650.0,2684.0012,10,ST,0.0413223140495867,58.7,16.9,2691.627632430788,-0.0155864384540276,ATM,3.3348586098227653,1.911583294984433
HO2304-P-2650.CFE,2023-04-07,16.9,HO2304-P-2650,000016.SH,20230421,P,2650.0,2684.0012,10,ST,0.0413223140495867,58.7,16.9,2691.627632430788,-0.0155864384540276,ATM,3.3348586098227653,1.911583294984433
HO2306-C-2650.CFE,2023-04-07,102.4,HO2306-C-2650,000016.SH,20230616,C,2650.0,2684.0012,47,MT,0.1942148760330578,102.4,61.0,2692.0540802716137,-0.0157448608365068,ATM,0.4404121938398714,0.4939409735430674
HO2306-P-2650.CFE,2023-04-07,61.0,HO2306-P-2650,000016.SH,20230616,P,2650.0,2684.0012,47,MT,0.1942148760330578,102.4,61.0,2692.0540802716137,-0.0157448608365068,ATM,0.4404121938398714,0.4939409735430674
HO2306-C-2700.CFE,2023-04-07,77.4,HO2306-C-2700,000016.SH,20230616,C,2700.0,2684.0012,47,MT,0.1942148760330578,77.4,84.9,2692.054080271613,0.0029472721756458,ATM,0.5594731091403974,0.584674744577859
HO2306-P-2700.CFE,2023-04-07,84.9,HO2306-P-2700,000016.SH,20230616,P,2700.0,2684.0012,47,MT,0.1942148760330578,77.4,84.9,2692.054080271613,0.0029472721756458,ATM,0.5594731091403974,0.584674744577859
HO2304-C-2750.CFE,2023-04-07,12.7,HO2304-C-2750,000016.SH,20230421,C,2750.0,2684.0012,10,ST,0.0413223140495867,12.7,71.1,2691.627632430788,0.0214548332263214,ATM,3.318642694570675,2.390643080559657
HO2304-P-2750.CFE,2023-04-07,71.1,HO2304-P-2750,000016.SH,20230421,P,2750.0,2684.0012,10,ST,0.0413223140495867,12.7,71.1,2691.627632430788,0.0214548332263214,ATM,3.318642694570675,2.390643080559657
HO2305-C-2750.CFE,2023-04-07,39.9,HO2305-C-2750,000016.SH,20230519,C,2750.0,2684.0012,27,ST,0.1115702479338843,39.9,90.4,2699.2600725606258,0.0186232234257605,ATM,0.6093255944909972,0.6659357312611813
HO2305-P-2750.CFE,2023-04-07,90.4,HO2305-P-2750,000016.SH,20230519,P,2750.0,2684.0012,27,ST,0.1115702479338843,39.9,90.4,2699.2600725606258,0.0186232234257605,ATM,0.6093255944909972,0.6659357312611813
HO2306-C-2750.CFE,2023-04-07,57.0,HO2306-C-2750,000016.SH,20230616,C,2750.0,2684.0012,47,MT,0.1942148760330578,57.0,114.6,2692.054080271613,0.0212964108438424,ATM,0.4741060984821313,0.4917701945633188
HO2306-P-2750.CFE,2023-04-07,114.6,HO2306-P-2750,000016.SH,20230616,P,2750.0,2684.0012,47,MT,0.1942148760330578,57.0,114.6,2692.054080271613,0.0212964108438424,ATM,0.4741060984821313,0.4917701945633188
HO2304-C-2800.CFE,2023-04-07,4.699999999999999,HO2304-C-2800,000016.SH,20230421,C,2800.0,2684.0012,10,ST,0.0413223140495867,4.699999999999999,113.1,2691.627632430788,0.0394733387289996,ATM,-0.3810084374320925,-0.0729240669432873
HO2304-P-2800.CFE,2023-04-07,113.1,HO2304-P-2800,000016.SH,20230421,P,2800.0,2684.0012,10,ST,0.0413223140495867,4.699999999999999,113.1,2691.627632430788,0.0394733387289996,ATM,-0.3810084374320925,-0.0729240669432873
HO2305-C-2800.CFE,2023-04-07,25.4,HO2305-C-2800,000016.SH,20230519,C,2800.0,2684.0012,27,ST,0.1115702479338843,25.4,125.9,2699.2600725606258,0.0366417289284387,ATM,0.2450112106968541,0.2793289898313317
HO2305-P-2800.CFE,2023-04-07,125.9,HO2305-P-2800,000016.SH,20230519,P,2800.0,2684.0012,27,ST,0.1115702479338843,25.4,125.9,2699.2600725606258,0.0366417289284387,ATM,0.2450112106968541,0.2793289898313317
HO2306-C-2800.CFE,2023-04-07,41.6,HO2306-C-2800,000016.SH,20230616,C,2800.0,2684.0012,47,MT,0.1942148760330578,41.6,149.10000000000002,2692.054080271613,0.0393149163465207,ATM,0.4316348661266574,0.3900255803396763
HO2306-P-2800.CFE,2023-04-07,149.10000000000002,HO2306-P-2800,000016.SH,20230616,P,2800.0,2684.0012,47,MT,0.1942148760330578,41.6,149.10000000000002,2692.054080271613,0.0393149163465207,ATM,0.4316348661266574,0.3900255803396763
HO2304-C-2850.CFE,2023-04-07,1.9,HO2304-C-2850,000016.SH,20230421,C,2850.0,2684.0012,10,ST,0.0413223140495867,1.9,160.0,2691.627632430788,0.0571729158284005,CW,-2.0223162450209435,-1.9584506445245533
HO2304-P-2850.CFE,2023-04-07,160.0,HO2304-P-2850,000016.SH,20230421,P,2850.0,2684.0012,10,ST,0.0413223140495867,1.9,160.0,2691.627632430788,0.0571729158284005,CW,-2.0223162450209435,-1.9584506445245533
HO2305-C-2850.CFE,2023-04-07,15.3,HO2305-C-2850,000016.SH,20230519,C,2850.0,2684.0012,27,ST,0.1115702479338843,15.3,165.9,2699.2600725606258,0.0543413060278397,CW,-0.1737146967111758,-0.2200160386953534
HO2305-P-2850.CFE,2023-04-07,165.9,HO2305-P-2850,000016.SH,20230519,P,2850.0,2684.0012,27,ST,0.1115702479338843,15.3,165.9,2699.2600725606258,0.0543413060278397,CW,-0.1737146967111758,-0.2200160386953534
HO2306-C-2850.CFE,2023-04-07,29.4,HO2306-C-2850,000016.SH,20230616,C,2850.0,2684.0012,47,MT,0.1942148760330578,29.4,186.9,2692.054080271613,0.0570144934459215,CW,0.1531619868502097,0.0858525121583344
HO2306-P-2850.CFE,2023-04-07,186.9,HO2306-P-2850,000016.SH,20230616,P,2850.0,2684.0012,47,MT,0.1942148760330578,29.4,186.9,2692.054080271613,0.0570144934459215,CW,0.1531619868502097,0.0858525121583344
HO2304-C-2900.CFE,2023-04-07,0.9,HO2304-C-2900,000016.SH,20230421,C,2900.0,2684.0012,10,ST,0.0413223140495867,0.9,208.7,2691.627632430788,0.0745646585402697,CW,-2.7327074136760587,-2.8954629820368254
HO2304-P-2900.CFE,2023-04-07,208.7,HO2304-P-2900,000016.SH,20230421,P,2900.0,2684.0012,10,ST,0.0413223140495867,0.9,208.7,2691.627632430788,0.0745646585402697,CW,-2.7327074136760587,-2.8954629820368254
HO2305-C-2900.CFE,2023-04-07,9.4,HO2305-C-2900,000016.SH,20230519,C,2900.0,2684.0012,27,ST,0.1115702479338843,9.4,209.6,2699.2600725606253,0.071733048739709,CW,-0.1736052929172477,-0.2843540146836517
HO2305-P-2900.CFE,2023-04-07,209.6,HO2305-P-2900,000016.SH,20230519,P,2900.0,2684.0012,27,ST,0.1115702479338843,9.4,209.6,2699.2600725606253,0.071733048739709,CW,-0.1736052929172477,-0.2843540146836517
HO2306-C-2900.CFE,2023-04-07,20.6,HO2306-C-2900,000016.SH,20230616,C,2900.0,2684.0012,47,MT,0.1942148760330578,20.6,228.0,2692.054080271613,0.0744062361577908,CW,-0.0820898802387539,-0.1288474964550051
HO2306-P-2900.CFE,2023-04-07,228.0,HO2306-P-2900,000016.SH,20230616,P,2900.0,2684.0012,47,MT,0.1942148760330578,20.6,228.0,2692.054080271613,0.0744062361577908,CW,-0.0820898802387539,-0.1288474964550051
HO2304-C-2950.CFE,2023-04-07,0.5,HO2304-C-2950,000016.SH,20230421,C,2950.0,2684.0012,10,ST,0.0413223140495867,0.5,258.5,2691.627632430788,0.0916590918995699,CW,-2.884503324460032,-2.597032303904793
HO2304-P-2950.CFE,2023-04-07,258.5,HO2304-P-2950,000016.SH,20230421,P,2950.0,2684.0012,10,ST,0.0413223140495867,0.5,258.5,2691.627632430788,0.0916590918995699,CW,-2.884503324460032,-2.597032303904793
HO2305-C-2950.CFE,2023-04-07,5.7,HO2305-C-2950,000016.SH,20230519,C,2950.0,2684.0012,27,ST,0.1115702479338843,5.7,255.7,2699.2600725606253,0.0888274820990093,CW,-0.143352235589753,-0.2623296124762519
HO2305-P-2950.CFE,2023-04-07,255.7,HO2305-P-2950,000016.SH,20230519,P,2950.0,2684.0012,27,ST,0.1115702479338843,5.7,255.7,2699.2600725606253,0.0888274820990093,CW,-0.143352235589753,-0.2623296124762519
HO2306-C-2950.CFE,2023-04-07,14.7,HO2306-C-2950,000016.SH,20230616,C,2950.0,2684.0012,47,MT,0.1942148760330578,14.7,271.70000000000005,2692.054080271613,0.0915006695170909,CW,-0.1255701484939675,-0.2226846514988928
